# 
#                  Behavioural Data Log:
#                      All trials matched to eeg trials
#                      Trial rejection according to the behavioural criteria is still needed
#                  Subject Initials: HC
#                  Percentage of Rejected Trials: %7.12
#                  
#                  trl_no, dxn, coh, isOK, rt
#                  
2.66000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.67000e+02, 1.80000e+02, 6.50000e-01, -2.00000e+00, 2.00000e+00
2.68000e+02, 1.80000e+02, 8.00000e-01, -2.00000e+00, 2.00000e+00
2.69000e+02, 1.80000e+02, 6.50000e-01, 1.00000e+00, 7.00732e-02
2.70000e+02, 1.80000e+02, 8.00000e-01, 1.00000e+00, 1.03323e-02
2.73000e+02, 1.00000e+00, 6.50000e-01, 1.00000e+00, 9.28107e-02
2.74000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 1.90837e-01
2.75000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 2.42908e-01
2.77000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 4.81224e-01
2.78000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 4.26071e-02
2.79000e+02, 1.00000e+00, 1.50000e-01, 1.00000e+00, 2.42232e-01
2.81000e+02, -1.00000e+00, 8.00000e-01, 1.00000e+00, 7.24598e-02
2.82000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 4.45774e-02
2.83000e+02, -1.00000e+00, 5.00000e-02, 1.00000e+00, 5.16814e-01
2.84000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 4.06180e-02
2.85000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 8.36531e-03
2.86000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 1.44518e-02
2.87000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 1.44563e-02
2.88000e+02, -1.00000e+00, 5.00000e-01, -2.00000e+00, 2.00000e+00
2.89000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 1.83598e-01
2.90000e+02, 1.00000e+00, 6.50000e-01, 1.00000e+00, 2.07978e-01
2.91000e+02, 1.00000e+00, 5.00000e-02, 0.00000e+00, 5.77902e-01
2.92000e+02, -1.00000e+00, 5.00000e-02, -2.00000e+00, 2.00000e+00
2.93000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 2.27333e-01
2.94000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 4.59824e-02
2.95000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 1.71938e-01
2.96000e+02, -1.00000e+00, 6.50000e-01, 1.00000e+00, 1.59801e-01
2.97000e+02, -1.00000e+00, 5.00000e-01, 1.00000e+00, 3.17377e-01
2.98000e+02, -1.00000e+00, 6.50000e-01, 1.00000e+00, 4.16888e-02
2.99000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 9.32160e-02
3.00000e+02, 1.00000e+00, 3.00000e-01, 1.00000e+00, 8.13207e-02
3.02000e+02, -1.00000e+00, 5.00000e-02, 1.00000e+00, 3.31364e-01
3.03000e+02, -1.00000e+00, 1.50000e-01, 1.00000e+00, 2.73356e-01
3.04000e+02, -1.00000e+00, 6.50000e-01, 1.00000e+00, 4.10943e-02
3.05000e+02, 1.00000e+00, 5.00000e-01, -2.00000e+00, 2.00000e+00
3.06000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 4.12329e-02
3.07000e+02, -1.00000e+00, 8.00000e-01, -2.00000e+00, 2.00000e+00
3.08000e+02, 1.00000e+00, 6.50000e-01, 1.00000e+00, 8.86023e-02
3.09000e+02, 1.00000e+00, 6.50000e-01, 1.00000e+00, 5.24639e-02
3.10000e+02, 1.00000e+00, 6.50000e-01, -2.00000e+00, 2.00000e+00
3.11000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 1.28483e-02
3.12000e+02, -1.00000e+00, 5.00000e-02, 0.00000e+00, 3.62103e-01
3.13000e+02, 1.00000e+00, 8.00000e-01, 1.00000e+00, 2.66715e-02
3.14000e+02, 1.00000e+00, 5.00000e-01, -2.00000e+00, 2.00000e+00
3.15000e+02, 1.00000e+00, 5.00000e-02, 1.00000e+00, 6.12635e-01
3.16000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 7.43125e-02
3.17000e+02, -1.00000e+00, 3.00000e-01, 1.00000e+00, 1.67817e-01
